Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Q-value,Score,WT_Rep1,WT_Rep2,WT_Rep3,WT_Rep4,WT_Rep5,Mut_Rep1,Mut_Rep2,Mut_Rep3,Mut_Rep4,Mut_Rep5
H3BLF7;D3Z1T4;D3Z1M1;H3BKR2;D3YZX3;Q54AE3;Q3U9V4;Q3TQ70;E9QKR0;Q61011;P62880;P62874;P29387,H3BLF7;D3Z1T4;D3Z1M1;H3BKR2;D3YZX3;Q54AE3;Q3U9V4;Q3TQ70;E9QKR0;Q61011;P62880;P62874;P29387,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein subunit beta-4,Gnb1;Gnb2;Gnb3;Gnb4,>tr|H3BLF7|H3BLF7_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Mus musculus GN=Gnb1 PE=1 SV=1;>tr|D3Z1T4|D3Z1T4_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment) OS=Mus musculus GN=Gnb,13,1,1,1,9.3,9.3,9.3,0,3.681,211579.3986,210339.8089,208847.916,206316.6059,204797.1744,137834.5006,146053.918,133950,130741.45,128455.2293
Q3UEM7;Q3UER8;Q8VCM7,Q3UEM7;Q3UER8;Q8VCM7,Fibrinogen gamma chain,Fgg,>tr|Q3UEM7|Q3UEM7_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1;>tr|Q3UER8|Q3UER8_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1;>sp|Q8VCM7|FIBG_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1,3,3,3,3,6.4,6.4,6.4,0,4.5134,215397.2683,216112.5359,217459.883,206038.2427,204073.4205,137610.2367,143819.007,136400,132495.7944,128642.195
Q8CF93;Q8CF93-2;B1AY79;Q5DTT3,Q8CF93;Q8CF93-2;B1AY79;Q5DTT3,Polypeptide N-acetylgalactosaminyltransferase 13;Protein FAM208B,Galnt13;Fam208b,>sp|Q8CF93|GLT13_MOUSE Polypeptide N-acetylgalactosaminyltransferase 13 OS=Mus musculus GN=Galnt13 PE=2 SV=1;>sp|Q8CF93-2|GLT13_MOUSE Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 13 OS=Mus musculus GN=Galnt13;>tr|B1AY79|B1AY79_MOUSE Polypepti,4,2,2,2,3.6,3.6,3.6,0.0062578,2.1292,262025.7632,242542.5702,273835.856,301962.1958,262357.6352,180356.873,154486.9822,167310,144016.7028,130088.7185
Q9R0M0-2;Q9R0M0,Q9R0M0-2;Q9R0M0,Cadherin EGF LAG seven-pass G-type receptor 2,Celsr2,>sp|Q9R0M0-2|CELR2_MOUSE Isoform 2 of Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus GN=Celsr2;>sp|Q9R0M0|CELR2_MOUSE Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus GN=Celsr2 PE=1 SV=2,2,1,1,1,0.2,0.2,0.2,0.053555,1.0057,1393680.213,1415890.202,1363962.712,1343751.875,1304896.781,278964.7044,203714.6221,159010,216115.9806,130196.9618
B1ATS4;B1ATS5;E9Q559;Q64518-2;Q64518-3;Q64518,B1ATS4;B1ATS5;E9Q559;Q64518-2;Q64518-3;Q64518,Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,Atp2a3,>tr|B1ATS4|B1ATS4_MOUSE Calcium-transporting ATPase OS=Mus musculus GN=Atp2a3 PE=1 SV=1;>tr|B1ATS5|B1ATS5_MOUSE Calcium-transporting ATPase OS=Mus musculus GN=Atp2a3 PE=1 SV=1;>tr|E9Q559|E9Q559_MOUSE Calcium-transporting ATPase OS=Mus musculus GN=Atp2a3 PE,6,2,1,1,1.6,0.9,0.9,0.0062422,2.1225,117199.1348,112964.3436,116912.8535,109223.5274,120709.5604,84027.75718,108845.1328,107480,94840.5025,130836.5811
F6XXE6;F8VPN4;A0A0G2JGI9,F6XXE6;F8VPN4;A0A0G2JGI9,,Agl,>tr|F6XXE6|F6XXE6_MOUSE Protein Agl (Fragment) OS=Mus musculus GN=Agl PE=1 SV=2;>tr|F8VPN4|F8VPN4_MOUSE Protein Agl OS=Mus musculus GN=Agl PE=1 SV=1;>tr|A0A0G2JGI9|A0A0G2JGI9_MOUSE Protein Agl OS=Mus musculus GN=Agl PE=1 SV=1,3,2,2,2,1.8,1.8,1.8,0,3.1001,197090.4252,191311.1904,187259.3508,177001.8697,182392.2716,141490.9761,132098.1403,134710,116749.4833,133965.7953
A0A075B5W5;A0A0B4J1M0;A0A075B674;A0A0G2JGS9;A0A0G2JGN3;A0A075B5Y3;A0A075B5X2;A0A075B5T7;A0A075B5T4;A0A0G2JFL3;A0A0A6YXZ4;P06327,A0A075B5W5;A0A0B4J1M0;A0A075B674;A0A0G2JGS9;A0A0G2JGN3;A0A075B5Y3;A0A075B5X2;A0A075B5T7;A0A075B5T4;A0A0G2JFL3;A0A0A6YXZ4;P06327,Ig heavy chain V region VH558 A1/A4,Ighv1-54;Ighv1-78;Ighv1-80;Ighv1-63;Ighv1-7;Ighv1-4;Gm5629,>tr|A0A075B5W5|A0A075B5W5_MOUSE Protein Ighv1-54 (Fragment) OS=Mus musculus GN=Ighv1-54 PE=4 SV=1;>tr|A0A0B4J1M0|A0A0B4J1M0_MOUSE Protein Ighv1-77 OS=Mus musculus GN=Ighv1-77 PE=1 SV=1;>tr|A0A075B674|A0A075B674_MOUSE Protein Ighv1-78 OS=Mus musculus GN=Igh,12,2,1,1,27.4,21.4,21.4,0,10.244,58757.3306,54359.21685,61038.1648,64085.39073,76485.05148,129322.2256,128095.1664,133440,122590.1667,135077.7488
Q9CXW3,Q9CXW3,Calcyclin-binding protein,Cacybp,>sp|Q9CXW3|CYBP_MOUSE Calcyclin-binding protein OS=Mus musculus GN=Cacybp PE=1 SV=1,1,2,1,1,5.2,2.6,2.6,0.02139,1.4824,142845.1225,148116.3521,138544.6329,149833.623,144681.5476,209472.1686,153434.0908,163590,169978.8611,135451.6801
Q8R317-2;Q8R317;Q9QZM0,Q8R317-2;Q8R317;Q9QZM0,Ubiquilin-1;Ubiquilin-2,Ubqln1;Ubqln2,>sp|Q8R317-2|UBQL1_MOUSE Isoform 2 of Ubiquilin-1 OS=Mus musculus GN=Ubqln1;>sp|Q8R317|UBQL1_MOUSE Ubiquilin-1 OS=Mus musculus GN=Ubqln1 PE=1 SV=1;>sp|Q9QZM0|UBQL2_MOUSE Ubiquilin-2 OS=Mus musculus GN=Ubqln2 PE=1 SV=2,3,1,1,1,2.7,2.7,2.7,1,-2,4628.394002,5969.993256,7130.955595,7208.987872,9676.904069,126533.5536,136319.6389,134090,129372.2056,136268.4247
P26883,P26883,Peptidyl-prolyl cis-trans isomerase FKBP1A,Fkbp1a,>sp|P26883|FKB1A_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus GN=Fkbp1a PE=1 SV=2,1,1,1,1,12,12,12,0.0013569,2.4691,196875.8673,191807.9719,202155.8929,191093.2327,183588.0389,151924.1195,130777.0596,142080,144455.2889,137360.6976
A2AIJ1;Q3UII2;P40237,A2AIJ1;Q3UII2;P40237,CD82 antigen,Cd82,>tr|A2AIJ1|A2AIJ1_MOUSE Tetraspanin (Fragment) OS=Mus musculus GN=Cd82 PE=1 SV=1;>tr|Q3UII2|Q3UII2_MOUSE Tetraspanin OS=Mus musculus GN=Cd82 PE=1 SV=1;>sp|P40237|CD82_MOUSE CD82 antigen OS=Mus musculus GN=Cd82 PE=1 SV=1,3,1,1,1,5,5,5,0.0014164,2.6364,337796.2786,351985.4246,316512.9368,338669.021,308810.0474,172293.1257,169912.8347,170350,148274.1972,138826.9018
Q543B9;Q9QUR6,Q543B9;Q9QUR6,Prolyl endopeptidase,Prep,>tr|Q543B9|Q543B9_MOUSE Prolyl endopeptidase OS=Mus musculus GN=Prep PE=1 SV=1;>sp|Q9QUR6|PPCE_MOUSE Prolyl endopeptidase OS=Mus musculus GN=Prep PE=1 SV=1,2,2,2,2,3,3,3,0,3.8556,231343.9738,235876.8942,225256.9542,222968.9101,224388.8773,145059.6962,156264.9781,149870,137116.9944,140037.2582
Q9JLJ0,Q9JLJ0,Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,Litaf,>sp|Q9JLJ0|LITAF_MOUSE Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Mus musculus GN=Litaf PE=1 SV=1,1,1,1,1,4.3,4.3,4.3,0.013468,1.6954,364685.4404,376893.6724,364462.1465,357950.3108,353783.4842,161567.4642,164092.1331,147770,159078.3917,140293.1059
A0A0U1RNJ1;P19096,A0A0U1RNJ1;P19096,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,Fasn,>tr|A0A0U1RNJ1|A0A0U1RNJ1_MOUSE Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=1;>sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2,2,2,2,1,0.6,0.6,0.3,0,2.9526,239572.9029,231122.8837,230220.4104,240722.2954,226012.6034,160836.1691,160665.2695,141140,157805.4222,140952.4058
Q91Y74,Q91Y74,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",St3gal4,">sp|Q91Y74|SIA4C_MOUSE CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Mus musculus GN=St3gal4 PE=1 SV=1",1,2,2,2,8.1,8.1,8.1,0,5.4053,111601.696,117353.6283,115406.5309,118545.6012,131364.4762,134178.0251,140163.6858,139660,134185.9556,141601.8653
A0A087WQA8;O35864,A0A087WQA8;O35864,COP9 signalosome complex subunit 5,Cops5,>tr|A0A087WQA8|A0A087WQA8_MOUSE COP9 signalosome complex subunit 5 (Fragment) OS=Mus musculus GN=Cops5 PE=1 SV=1;>sp|O35864|CSN5_MOUSE COP9 signalosome complex subunit 5 OS=Mus musculus GN=Cops5 PE=1 SV=3,2,1,1,1,3.8,3.8,3.8,0.0013405,2.4092,186898.9218,176131.0565,181443.958,184276.4276,195136.6334,159061.5597,146679.6931,151700,152435.4167,141906.9145
Q3TKP4;P70695,Q3TKP4;P70695,"Fructose-1,6-bisphosphatase isozyme 2",Fbp2,">tr|Q3TKP4|Q3TKP4_MOUSE Fructose bisphosphatase 2 OS=Mus musculus GN=Fbp2 PE=1 SV=1;>sp|P70695|F16P2_MOUSE Fructose-1,6-bisphosphatase isozyme 2 OS=Mus musculus GN=Fbp2 PE=1 SV=2",2,1,1,1,2.9,2.9,2.9,0.0025543,2.2524,172170.1483,148273.5614,144668.6983,150724.3852,145103.2129,167105.8058,157953.5775,166090,146273.8167,143599.4455
A9JEI5;Q9QZ06,A9JEI5;Q9QZ06,Toll-interacting protein,Tollip,">tr|A9JEI5|A9JEI5_MOUSE Toll interacting protein, isoform CRA_b OS=Mus musculus GN=Tollip PE=1 SV=1;>sp|Q9QZ06|TOLIP_MOUSE Toll-interacting protein OS=Mus musculus GN=Tollip PE=1 SV=1",2,1,1,1,3.4,3.4,3.4,0.011751,1.8483,233199.2692,221350.7511,214780.6044,219541.95,213356.3507,119600.8761,148378.2254,135450,126901.1472,143796.2514
Q4KL76;Q64433,Q4KL76;Q64433,"10 kDa heat shock protein, mitochondrial",Hspe1,">tr|Q4KL76|Q4KL76_MOUSE 10 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=1;>sp|Q64433|CH10_MOUSE 10 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2",2,1,1,1,6.9,6.9,6.9,0,2.7679,367853.3257,326599.2603,319395.9394,337945.2767,319855.161,150588.2871,146202.912,146330,143257.2,144170.1827
D3Z617;D3Z4E7;Q99N75,D3Z617;D3Z4E7;Q99N75,,Sval2,>tr|D3Z617|D3Z617_MOUSE Protein Sval2 OS=Mus musculus GN=Sval2 PE=4 SV=1;>tr|D3Z4E7|D3Z4E7_MOUSE Protein Sval2 OS=Mus musculus GN=Sval2 PE=4 SV=1;>tr|Q99N75|Q99N75_MOUSE Protein Sval2 OS=Mus musculus GN=Sval2 PE=2 SV=1,3,1,1,1,7.6,7.6,7.6,0.013393,1.6864,38579.41581,37468.64533,34988.66239,39057.44759,42610.85243,136722.932,142795.9144,181150,150659.6778,146581.0553
A0A0B4J1I9;P04945,A0A0B4J1I9;P04945,Ig kappa chain V-VI region NQ2-6.1,,>tr|A0A0B4J1I9|A0A0B4J1I9_MOUSE Protein Igkv4-55 (Fragment) OS=Mus musculus GN=Igkv4-55 PE=1 SV=1;>sp|P04945|KV6AB_MOUSE Ig kappa chain V-VI region NQ2-6.1 OS=Mus musculus PE=2 SV=1,2,2,1,1,27.4,13.7,13.7,0,17.668,218729.2274,217929.8759,223787.6723,217587.2219,242772.2259,176690.6469,156314.6428,154130,148498.8389,146600.7359
A2AD93,A2AD93,,Ankrd65,>tr|A2AD93|A2AD93_MOUSE Protein Ankrd65 (Fragment) OS=Mus musculus GN=Ankrd65 PE=4 SV=1,1,1,1,1,5.2,5.2,5.2,1,-2,20503.53806,17694.85451,21666.9681,21310.24817,19321.71123,141081.4508,158748.2125,157210,158778.8694,147407.6402
Q3UKC8;Q80SZ7,Q3UKC8;Q80SZ7,Guanine nucleotide-binding protein subunit gamma;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,Gng5,>tr|Q3UKC8|Q3UKC8_MOUSE Guanine nucleotide-binding protein subunit gamma OS=Mus musculus GN=Gng5 PE=1 SV=1;>sp|Q80SZ7|GBG5_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus GN=Gng5 PE=1 SV=2,2,1,1,1,8.8,8.8,8.8,0.013889,1.7824,251537.6649,258332.6764,241696.8596,247897.8797,244377.0714,157238.1972,147543.8587,151780,149579.2583,148381.8296
A0A140T8P4,A0A140T8P4,,,>tr|A0A140T8P4|A0A140T8P4_MOUSE Protein Igkv3-9 (Fragment) OS=Mus musculus GN=Igkv3-9 PE=4 SV=1,1,1,1,1,9.2,9.2,9.2,0.026999,1.3693,81071.35928,79176.91215,84304.67458,79308.76395,80380.73541,142300.276,135564.7356,146800,146990.5306,149100.1712
P70365-4;P70365-2;P70365-3;P70365,P70365-4;P70365-2;P70365-3;P70365,Nuclear receptor coactivator 1,Ncoa1,>sp|P70365-4|NCOA1_MOUSE Isoform 4 of Nuclear receptor coactivator 1 OS=Mus musculus GN=Ncoa1;>sp|P70365-2|NCOA1_MOUSE Isoform 2 of Nuclear receptor coactivator 1 OS=Mus musculus GN=Ncoa1;>sp|P70365-3|NCOA1_MOUSE Isoform 3 of Nuclear receptor coactivator 1,4,1,1,1,1.2,1.2,1.2,1,-2,99801.00778,114699.9347,102954.6762,107714.1804,102345.0923,151904.6183,128303.7581,137640,140828.9306,149572.5054
D3YYQ4;P13634,D3YYQ4;P13634,Carbonic anhydrase 1,Car1;Ca1,>tr|D3YYQ4|D3YYQ4_MOUSE Carbonic anhydrase 1 (Fragment) OS=Mus musculus GN=Car1 PE=1 SV=1;>sp|P13634|CAH1_MOUSE Carbonic anhydrase 1 OS=Mus musculus GN=Ca1 PE=1 SV=4,2,1,1,1,9.8,9.8,9.8,0.0014286,2.6628,238418.0762,234707.2567,245981.236,244712.1677,233558.5243,125421.9851,139269.7214,153250,145899.4139,149651.2278
Q8BU30,Q8BU30,"Isoleucine--tRNA ligase, cytoplasmic",Iars,">sp|Q8BU30|SYIC_MOUSE Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Iars PE=1 SV=2",1,2,2,2,1.3,1.3,1.3,0.0060827,2.0282,146644.0606,129131.7521,146304.6634,140901.2577,138054.4795,110581.5698,131462.4323,130700,118268.4889,150349.8888
E0CY49;REV__A0A140LHL8;REV__B1ATR2;REV__Q6ZPJ0;A0A0A6YWM5;E9QKE4;Q91YI0;Q8BMG7;Q61982,E0CY49;REV__A0A140LHL8;REV__B1ATR2;REV__Q6ZPJ0;A0A0A6YWM5;E9QKE4;Q91YI0;Q8BMG7;Q61982,Argininosuccinate lyase;Rab3 GTPase-activating protein non-catalytic subunit;Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain,Asl;Rab3gap2;Notch3,>tr|E0CY49|E0CY49_MOUSE Argininosuccinate lyase (Fragment) OS=Mus musculus GN=Asl PE=1 SV=1;>tr|A0A140LHL8|A0A140LHL8_MOUSE Testis-expressed sequence 2 protein (Fragment) OS=Mus musculus GN=Tex2 PE=1 SV=1;>tr|B1ATR2|B1ATR2_MOUSE Testis-expressed sequence 2,9,1,1,1,2.3,2.3,2.3,0.011669,1.8245,318618.5825,281065.147,302468.3312,301906.5232,299011.0492,146200.5165,166793.8922,137910,159003.5111,150536.8545
Q9R0P9,Q9R0P9,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Uchl1,>sp|Q9R0P9|UCHL1_MOUSE Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus GN=Uchl1 PE=1 SV=1,1,2,2,2,7.6,7.6,7.6,0,22.126,185403.3265,189361.7946,167973.4835,167716.9111,166796.9488,164044.117,165542.342,182660,169476.0917,150654.938
Q99LB4;P24452,Q99LB4;P24452,Macrophage-capping protein,Capg,">tr|Q99LB4|Q99LB4_MOUSE Capping protein (Actin filament), gelsolin-like OS=Mus musculus GN=Capg PE=1 SV=1;>sp|P24452|CAPG_MOUSE Macrophage-capping protein OS=Mus musculus GN=Capg PE=1 SV=2",2,1,1,1,3.4,3.4,3.4,0.056066,0.98954,103959.646,110939.4873,115437.3982,108134.8181,114088.7857,119337.6098,138733.3428,137460,136293.3083,151186.314
B1ASZ3;Q64516-1;Q64516-2;Q9WU65;Q64516;P21995,B1ASZ3;Q64516-1;Q64516-2;Q9WU65;Q64516;P21995,Glycerol kinase;Glycerol kinase 2;Embigin,Gyk;Gk;Gk2;Emb,>tr|B1ASZ3|B1ASZ3_MOUSE Glycerol kinase OS=Mus musculus GN=Gk PE=1 SV=1;>sp|Q64516-1|GLPK_MOUSE Isoform 1 of Glycerol kinase OS=Mus musculus GN=Gk;>sp|Q64516-2|GLPK_MOUSE Isoform 2 of Glycerol kinase OS=Mus musculus GN=Gk;>sp|Q9WU65|GLPK2_MOUSE Glycerol ki,6,2,2,2,2.7,2.7,2.7,0.0014006,2.6122,465350.9906,476646.143,470410.9474,454795.9553,436517.9931,176749.1505,173339.6982,151300,149664.8361,151255.1961
Q64368,Q64368,Deleted in azoospermia-like,Dazl,>sp|Q64368|DAZL_MOUSE Deleted in azoospermia-like OS=Mus musculus GN=Dazl PE=1 SV=1,1,1,1,1,3.7,3.7,3.7,0.051643,1.0434,184109.6682,193656.7538,197223.3039,196722.3548,192008.758,94806.07191,99984.95228,82936,85384.15806,151796.4124
A2AT91;V9GXQ9;Q91UZ1,A2AT91;V9GXQ9;Q91UZ1,Phosphoinositide phospholipase C,Plcb4,>tr|A2AT91|A2AT91_MOUSE Phosphoinositide phospholipase C (Fragment) OS=Mus musculus GN=Plcb4 PE=1 SV=1;>tr|V9GXQ9|V9GXQ9_MOUSE Phosphoinositide phospholipase C OS=Mus musculus GN=Plcb4 PE=1 SV=1;>tr|Q91UZ1|Q91UZ1_MOUSE Phosphoinositide phospholipase C OS=M,3,1,1,1,1.1,1.1,1.1,0.033571,1.2881,153667.6788,150738.6039,147539.354,153563.6897,148344.3716,114442.808,151765.3572,146720,129393.6,151993.2183
Q5M9L7;P63276,Q5M9L7;P63276,40S ribosomal protein S17,Rps17,>tr|Q5M9L7|Q5M9L7_MOUSE 40S ribosomal protein S17 OS=Mus musculus GN=Rps17 PE=1 SV=1;>sp|P63276|RS17_MOUSE 40S ribosomal protein S17 OS=Mus musculus GN=Rps17 PE=1 SV=2,2,1,1,1,6.7,6.7,6.7,0.059199,0.97525,118644.2458,128383.4357,116079.4373,112842.2488,117846.0124,121638.7517,135028.357,134570,150755.9528,152367.1496
Q922H4,Q922H4,Mannose-1-phosphate guanyltransferase alpha,Gmppa,>sp|Q922H4|GMPPA_MOUSE Mannose-1-phosphate guanyltransferase alpha OS=Mus musculus GN=Gmppa PE=1 SV=1,1,2,2,2,5.5,5.5,5.5,0,3.2486,226958.1565,228129.6179,211261.7361,212347.8082,228750.2811,179050.2924,156245.1122,161270,166491.5667,152573.7958
Q6NXL1,Q6NXL1,,Sec24d,>tr|Q6NXL1|Q6NXL1_MOUSE Protein Sec24d OS=Mus musculus GN=Sec24d PE=1 SV=1,1,2,2,2,1.5,1.5,1.5,0,2.8871,283355.3494,279706.8583,287744.6457,287134.7169,284794.0056,172566.1425,156215.3134,151150,156307.8111,152741.0809
A0A0A6YWP6;A0A0A6YX18;Q8BVE3,A0A0A6YWP6;A0A0A6YX18;Q8BVE3,V-type proton ATPase subunit H,Atp6v1h,>tr|A0A0A6YWP6|A0A0A6YWP6_MOUSE V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1;>tr|A0A0A6YX18|A0A0A6YX18_MOUSE V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1;>sp|Q8BVE3|VATH_MOUSE V-type proton ATPase subunit H OS=,3,1,1,1,1.6,1.6,1.6,0.001443,2.7225,278773.9058,274644.7175,283626.9525,272065.9899,292069.3054,174331.0014,145239.4171,153570,159955.5639,154158.0836
Q9D0J8,Q9D0J8,Parathymosin,Ptms,>sp|Q9D0J8|PTMS_MOUSE Parathymosin OS=Mus musculus GN=Ptms PE=1 SV=3,1,2,2,2,12.9,12.9,12.9,0,2.9189,157737.9697,141545.0016,153441.1751,151380.0851,154128.1092,135036.078,135852.7908,142650,143674.3917,154354.8895
Q561N4;P68037,Q561N4;P68037,Ubiquitin-conjugating enzyme E2 L3,Ube2l3,>tr|Q561N4|Q561N4_MOUSE MCG1032217 OS=Mus musculus GN=Ube2l3 PE=1 SV=1;>sp|P68037|UB2L3_MOUSE Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus GN=Ube2l3 PE=1 SV=1,2,1,1,1,4.5,4.5,4.5,0.026178,1.4058,295799.7116,297867.6813,290942.4944,299209.4932,286801.6359,160563.1523,170916.0614,173000,159795.1056,155998.219
A0A075B5Q2;A0A075B5P7;A0A0A6YVX8;A0A0A6YWG4;P01806;P01812;P01809;P01810;P01808;P01807,A0A075B5Q2,,Ighv5-9,>tr|A0A075B5Q2|A0A075B5Q2_MOUSE Protein Ighv5-9 (Fragment) OS=Mus musculus GN=Ighv5-9 PE=4 SV=1,10,3,1,1,26.5,9.4,9.4,0.013667,1.7335,108566.3318,107537.4771,120925.5979,103371.7147,110866.5076,144776.9287,147583.5904,156320,161902.4583,158714.1408
Q8CCJ9-3;Q8CCJ9-1;Q8CCJ9-4;Q8CCJ9,Q8CCJ9-3;Q8CCJ9-1;Q8CCJ9-4;Q8CCJ9,PHD finger protein 20-like protein 1,Phf20l1,>sp|Q8CCJ9-3|P20L1_MOUSE Isoform 3 of PHD finger protein 20-like protein 1 OS=Mus musculus GN=Phf20l1;>sp|Q8CCJ9-1|P20L1_MOUSE Isoform 1 of PHD finger protein 20-like protein 1 OS=Mus musculus GN=Phf20l1;>sp|Q8CCJ9-4|P20L1_MOUSE Isoform 4 of PHD finger pro,4,1,1,1,2.4,2.4,2.4,0.013746,1.7575,338269.5682,332063.857,310901.268,327070.555,297790.1079,139677.3642,152063.3454,150540,125521.2056,159776.8928
Q497E9;P62242,Q497E9;P62242,40S ribosomal protein S8,Rps8,>tr|Q497E9|Q497E9_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=1;>sp|P62242|RS8_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2,2,1,1,1,6.2,6.2,6.2,0.0013889,2.5697,278609.832,267199.2831,295819.5223,273612.452,285083.5071,191765.0766,174263.4614,154030,160854.1306,160022.9002
A0A075B5R2,A0A075B5R2,,Ighv7-3,>tr|A0A075B5R2|A0A075B5R2_MOUSE Protein Ighv7-3 (Fragment) OS=Mus musculus GN=Ighv7-3 PE=4 SV=2,1,2,2,2,20,20,20,0,3.8262,111254.617,124107.3416,118573.5123,112619.5583,111842.002,112248.9226,120943.4511,138240,114064.4806,160957.7284
D3Z629;A0A0G2JES3;Q5EBQ6;A0A140T8T4;P51410;D3YZT0;S4R1R7,D3Z629;A0A0G2JES3;Q5EBQ6;A0A140T8T4;P51410;D3YZT0;S4R1R7,60S ribosomal protein L9,Rpl9;Rpl9-ps1,>tr|D3Z629|D3Z629_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=1;>tr|A0A0G2JES3|A0A0G2JES3_MOUSE 60S ribosomal protein L9 (Fragment) OS=Mus musculus GN=Rpl9 PE=1 SV=1;>tr|Q5EBQ6|Q5EBQ6_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl,7,2,2,2,12,12,12,0,4.8023,254244.8816,261992.5098,248765.4633,258617.9552,239147.1629,186392.4953,164608.6459,158390,168481.25,161184.0552
Q544F6;Q9CQI6,Q544F6;Q9CQI6,Coactosin-like protein,Cotl1,>tr|Q544F6|Q544F6_MOUSE Coactosin-like protein OS=Mus musculus GN=Cotl1 PE=1 SV=1;>sp|Q9CQI6|COTL1_MOUSE Coactosin-like protein OS=Mus musculus GN=Cotl1 PE=1 SV=3,2,1,1,1,4.2,4.2,4.2,0.0062035,2.0881,218539.9115,225645.7103,223071.5518,208834.2462,200246.9652,174106.7376,187762.324,181920,170920.2167,163614.6084
P99028,P99028,"Cytochrome b-c1 complex subunit 6, mitochondrial",Uqcrh,">sp|P99028|QCR6_MOUSE Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2",1,1,1,1,7.9,7.9,7.9,0.054428,1.0034,283784.4654,286221.6133,331594.6826,311754.394,305291.9742,194797.5136,184097.0699,169240,153227.0111,164106.6232
G3X8U3,G3X8U3,,2210016F16Rik,>tr|G3X8U3|G3X8U3_MOUSE MCG6895 OS=Mus musculus GN=2210016F16Rik PE=1 SV=1,1,1,1,1,3.3,3.3,3.3,0.0013947,2.593,306483.4363,302546.2312,306005.7198,304714.8984,304549.3398,197313.1688,189431.0575,195130,198465.5639,165031.6111
